pincode,city,state
110001,Delhi,Delhi (UT)
110002,Delhi,Delhi (UT)
110003,Delhi,Delhi (UT)
110004,Delhi,Delhi (UT)
110005,Delhi,Delhi (UT)
110006,Delhi,Delhi (UT)
110007,Delhi,Delhi (UT)
110008,Delhi,Delhi (UT)
110009,Delhi,Delhi (UT)
110010,Delhi,Delhi (UT)
110011,Delhi,Delhi (UT)
110012,Delhi,Delhi (UT)
110013,Delhi,Delhi (UT)
110014,Delhi,Delhi (UT)
110015,Delhi,Delhi (UT)
110016,Delhi,Delhi (UT)
110017,Delhi,Delhi (UT)
110018,Delhi,Delhi (UT)
110019,Delhi,Delhi (UT)
110020,Delhi,Delhi (UT)
110021,Delhi,Delhi (UT)
110022,Delhi,Delhi (UT)
110023,Delhi,Delhi (UT)
110024,Delhi,Delhi (UT)
110025,Delhi,Delhi (UT)
110026,Delhi,Delhi (UT)
110027,Delhi,Delhi (UT)
110028,Delhi,Delhi (UT)
110029,Delhi,Delhi (UT)
110030,Delhi,Delhi (UT)
110031,Delhi,Delhi (UT)
110032,Delhi,Delhi (UT)
110033,Delhi,Delhi (UT)
110034,Delhi,Delhi (UT)
110035,Delhi,Delhi (UT)
110036,Delhi,Delhi (UT)
110037,Delhi,Delhi (UT)
110038,Delhi,Delhi (UT)
110039,Delhi,Delhi (UT)
110040,Delhi,Delhi (UT)
110041,Delhi,Delhi (UT)
110042,Delhi,Delhi (UT)
110043,Delhi,Delhi (UT)
110044,Delhi,Delhi (UT)
110045,Delhi,Delhi (UT)
110046,Delhi,Delhi (UT)
110047,Delhi,Delhi (UT)
110048,Delhi,Delhi (UT)
110049,Delhi,Delhi (UT)
110050,Delhi,Delhi (UT)
110051,Delhi,Delhi (UT)
110052,Delhi,Delhi (UT)
110053,Delhi,Delhi (UT)
110054,Delhi,Delhi (UT)
110055,Delhi,Delhi (UT)
110056,Delhi,Delhi (UT)
110057,Delhi,Delhi (UT)
110058,Delhi,Delhi (UT)
110059,Delhi,Delhi (UT)
110060,Delhi,Delhi (UT)
110061,Delhi,Delhi (UT)
110062,Delhi,Delhi (UT)
110063,Delhi,Delhi (UT)
110064,Delhi,Delhi (UT)
110065,Delhi,Delhi (UT)
110066,Delhi,Delhi (UT)
110067,Delhi,Delhi (UT)
110068,Delhi,Delhi (UT)
110069,Delhi,Delhi (UT)
110070,Delhi,Delhi (UT)
110071,Delhi,Delhi (UT)
110072,Delhi,Delhi (UT)
110073,Delhi,Delhi (UT)
110074,Delhi,Delhi (UT)
110075,Delhi,Delhi (UT)
110076,Delhi,Delhi (UT)
110077,Delhi,Delhi (UT)
110078,Delhi,Delhi (UT)
110079,Delhi,Delhi (UT)
110080,Delhi,Delhi (UT)
110081,Delhi,Delhi (UT)
110082,Delhi,Delhi (UT)
110083,Delhi,Delhi (UT)
110084,Delhi,Delhi (UT)
110085,Delhi,Delhi (UT)
110086,Delhi,Delhi (UT)
110087,Delhi,Delhi (UT)
110088,Delhi,Delhi (UT)
110089,Delhi,Delhi (UT)
110090,Delhi,Delhi (UT)
110091,Delhi,Delhi (UT)
110092,Delhi,Delhi (UT)
110093,Delhi,Delhi (UT)
110094,Delhi,Delhi (UT)
110095,Delhi,Delhi (UT)
110096,Delhi,Delhi (UT)
110097,Delhi,Delhi (UT)
110098,Delhi,Delhi (UT)
110099,Delhi,Delhi (UT)
110100,Delhi,Delhi (UT)
110101,Delhi,Delhi (UT)
110102,Delhi,Delhi (UT)
110103,Delhi,Delhi (UT)
110104,Delhi,Delhi (UT)
110105,Delhi,Delhi (UT)
110106,Delhi,Delhi (UT)
110107,Delhi,Delhi (UT)
110108,Delhi,Delhi (UT)
110109,Delhi,Delhi (UT)
110110,Delhi,Delhi (UT)
110112,Delhi,Delhi (UT)
110113,Delhi,Delhi (UT)
110114,Delhi,Delhi (UT)
110115,Delhi,Delhi (UT)
110116,Delhi,Delhi (UT)
110117,Delhi,Delhi (UT)
110118,Delhi,Delhi (UT)
110119,Delhi,Delhi (UT)
110120,Delhi,Delhi (UT)
110121,Delhi,Delhi (UT)
110124,Delhi,Delhi (UT)
110125,Delhi,Delhi (UT)
110301,Delhi,Delhi (UT)
110401,Delhi,Delhi (UT)
110403,Delhi,Delhi (UT)
110501,Delhi,Delhi (UT)
110502,Delhi,Delhi (UT)
110503,Delhi,Delhi (UT)
110504,Delhi,Delhi (UT)
110505,Delhi,Delhi (UT)
110506,Delhi,Delhi (UT)
110507,Delhi,Delhi (UT)
110508,Delhi,Delhi (UT)
110509,Delhi,Delhi (UT)
110510,Delhi,Delhi (UT)
110512,Delhi,Delhi (UT)
110601,Delhi,Delhi (UT)
110602,Delhi,Delhi (UT)
110603,Delhi,Delhi (UT)
110604,Delhi,Delhi (UT)
110605,Delhi,Delhi (UT)
110606,Delhi,Delhi (UT)
110607,Delhi,Delhi (UT)
110608,Delhi,Delhi (UT)
110609,Delhi,Delhi (UT)
111112,Delhi,Delhi (UT)
111120,Delhi,Delhi (UT)
121000,Faridabad,Haryana
121001,Faridabad,Haryana
121002,Faridabad,Haryana
121003,Faridabad,Haryana
121004,Faridabad,Haryana
121005,Faridabad,Haryana
121006,Faridabad,Haryana
121007,Faridabad,Haryana
121008,Faridabad,Haryana
121009,Faridabad,Haryana
121010,Faridabad,Haryana
121012,Faridabad,Haryana
121013,Faridabad,Haryana
121014,Faridabad,Haryana
121015,Faridabad,Haryana
121101,Faridabad,Haryana
121102,Palwal,Haryana
121105,Palwal,Haryana
121106,Hodal,Haryana
121107,Hodal,Haryana
122000,Gurgaon,Haryana
122001,Gurgaon,Haryana
122002,Gurgaon,Haryana
122003,Gurgaon,Haryana
122004,Gurgaon,Haryana
122005,Gurgaon,Haryana
122006,Gurgaon,Haryana
122007,Gurgaon,Haryana
122008,Gurgaon,Haryana
122009,Gurgaon,Haryana
122010,Gurgaon,Haryana
122011,Gurgaon,Haryana
122012,Gurgaon,Haryana
122013,Gurgaon,Haryana
122014,Gurgaon,Haryana
122015,Gurgaon,Haryana
122016,Gurgaon,Haryana
122017,Gurgaon,Haryana
122018,Gurgaon,Haryana
122019,Gurgaon,Haryana
122021,Gurgaon,Haryana
122022,Gurgaon,Haryana
122050,Gurgaon,Haryana
122051,Gurgaon,Haryana
122052,Gurgaon,Haryana
122055,Gurgaon,Haryana
122098,Gurgaon,Haryana
122100,Gurgaon,Haryana
122101,Gurgaon,Haryana
122102,Gurgaon,Haryana
122103,Gurgaon,Haryana
122104,Nuh,Haryana
122105,Nuh,Haryana
122107,Nuh,Haryana
122108,Nuh,Haryana
122203,Gurgaon,Haryana
122204,Gurgaon,Haryana
122206,Gurgaon,Haryana
122207,Gurgaon,Haryana
122208,Gurgaon,Haryana
122209,Gurgaon,Haryana
122210,Gurgaon,Haryana
122211,Gurgaon,Haryana
122213,Gurgaon,Haryana
122214,Gurgaon,Haryana
122215,Gurgaon,Haryana
122216,Gurgaon,Haryana
122217,Gurgaon,Haryana
122218,Gurgaon,Haryana
122219,Gurgaon,Haryana
122220,Gurgaon,Haryana
122224,Gurgaon,Haryana
122225,Gurgaon,Haryana
122227,Gurgaon,Haryana
122230,Gurgaon,Haryana
122231,Gurgaon,Haryana
122232,Gurgaon,Haryana
122233,Gurgaon,Haryana
122413,Gurgaon,Haryana
122414,Pataudi,Haryana
122502,Rewari,Haryana
122503,Pataudi,Haryana
122504,Pataudi,Haryana
122505,Gurgaon,Haryana
122506,Pataudi,Haryana
122508,Hodal,Haryana
123001,Narnaul,Haryana
123003,Gurgaon,Haryana
123021,Narnaul,Haryana
123023,Narnaul,Haryana
123024,Loharu,Haryana
123027,Rewari,Haryana
123028,Narnaul,Haryana
123029,Rewari,Haryana
123031,Mahendragarh-HR,Haryana
123034,Rewari,Haryana
123035,Pataudi,Haryana
123101,Rewari,Haryana
123102,Rewari,Haryana
123103,Rewari,Haryana
123106,Dharuhera,Haryana
123110,Pataudi,Haryana
123301,Rewari,Haryana
123302,Rewari,Haryana
123303,Rewari,Haryana
123401,Rewari,Haryana
123411,Rewari,Haryana
123412,Rewari,Haryana
123501,Rewari,Haryana
123505,Gurgaon,Haryana
124001,Rohtak,Haryana
124010,Rohtak,Haryana
124021,Rohtak,Haryana
124022,Rohtak,Haryana
124101,Jhajjar,Haryana
124102,Jhajjar,Haryana
124103,Jhajjar,Haryana
124104,Jhajjar,Haryana
124105,Jhajjar,Haryana
124106,Charkhi Dadri,Haryana
124107,Jhajjar,Haryana
124108,Jhajjar,Haryana
124109,Jhajjar,Haryana
124111,Meham,Haryana
124112,Meham,Haryana
124113,Rohtak,Haryana
124127,Meham,Haryana
124141,Charkhi Dadri,Haryana
124142,Charkhi Dadri,Haryana
124146,Rewari,Haryana
124201,Jhajjar,Haryana
124202,Jhajjar,Haryana
124303,Rohtak,Haryana
124401,Rohtak,Haryana
124404,Bahadurgarh,Haryana
124406,Rohtak,Haryana
124411,Rohtak,Haryana
124412,Rohtak,Haryana
124501,Bahadurgarh,Haryana
124504,Jhajjar,Haryana
124505,Bahadurgarh,Haryana
124506,Bahadurgarh,Haryana
124507,Bahadurgarh,Haryana
124508,Bahadurgarh,Haryana
124513,Meham,Haryana
124514,Rohtak,Haryana
125001,Hisar,Haryana
125002,Hisar,Haryana
125003,Hisar,Haryana
125004,Hisar,Haryana
125005,Hisar,Haryana
125006,Hisar,Haryana
125007,Hisar,Haryana
125011,Hisar,Haryana
125021,Bhiwani,Haryana
125033,Hansi,Haryana
125037,Hisar,Haryana
125038,Jind,Haryana
125039,Jind,Haryana
125042,Meham,Haryana
125044,Hisar,Haryana
125047,Agroha,Haryana
125048,Fatehabad,Haryana
125049,Hansi,Haryana
125050,Fatehabad,Haryana
125051,Fatehabad,Haryana
125052,Agroha,Haryana
125053,Fatehabad,Haryana
125054,Sirsa,Haryana
125055,Sirsa,Haryana
125056,Sirsa,Haryana
125058,Fatehabad,Haryana
125060,Sirsa,Haryana
125075,Ellenabad,Haryana
125076,Sirsa,Haryana
125077,Odhan,Haryana
125078,Odhan,Haryana
125101,Sangaria,Haryana
125102,Ellenabad,Haryana
125103,Odhan,Haryana
125104,Mandi Dabwali,Haryana
125106,Ratia,Haryana
125110,Sirsa,Haryana
125111,Fatehabad,Haryana
125112,Fatehabad,Haryana
125113,Barwala,Haryana
125120,Fatehabad,Haryana
125121,Barwala,Haryana
125133,Ratia,Haryana
125201,Odhan,Haryana
126101,Julana,Haryana
126102,Jind,Haryana
126110,Jind,Haryana
126111,Assandh,Haryana
126112,Safidon,Haryana
126113,Jind,Haryana
126114,Jind,Haryana
126115,Jind,Haryana
126116,Narwana,Haryana
126125,Jind,Haryana
126152,Barwala,Haryana
127021,Bhiwani,Haryana
127022,Charkhi Dadri,Haryana
127025,Bhiwani,Haryana
127026,Charkhi Dadri,Haryana
127027,Bhiwani,Haryana
127028,Loharu,Haryana
127029,Loharu,Haryana
127030,Loharu,Haryana
127031,Bhiwani,Haryana
127032,Bhiwani,Haryana
127035,Hansi,Haryana
127040,Siwani,Haryana
127041,Rohtak,Haryana
127042,Charkhi Dadri,Haryana
127043,Siwani,Haryana
127045,Hisar,Haryana
127046,Siwani,Haryana
127111,Bhiwani,Haryana
127114,Bhiwani,Haryana
127201,Loharu,Haryana
127306,Charkhi Dadri,Haryana
127307,Charkhi Dadri,Haryana
127308,Loharu,Haryana
127309,Bhiwani,Haryana
127310,Charkhi Dadri,Haryana
127311,Bhiwani,Haryana
127312,Charkhi Dadri,Haryana
131001,Sonipat,Haryana
131021,Sonipat,Haryana
131022,Sonipat,Haryana
131023,Sonipat,Haryana
131024,Sonipat,Haryana
131027,Sonipat,Haryana
131028,Sonipat,Haryana
131029,Sonipat,Haryana
131030,Sonipat,Haryana
131039,Sonipat,Haryana
131101,Sonipat,Haryana
131102,Panipat,Haryana
131103,Sonipat,Haryana
131301,Gohana,Haryana
131302,Gohana,Haryana
131304,Gohana,Haryana
131305,Gohana,Haryana
131306,Gohana,Haryana
131402,Sonipat,Haryana
131403,Sonipat,Haryana
131408,Sonipat,Haryana
131409,Sonipat,Haryana
132001,Karnal,Haryana
132022,Karnal,Haryana
132023,Karnal,Haryana
132024,Karnal,Haryana
132026,Kaithal,Haryana
132036,Karnal,Haryana
132037,Karnal,Haryana
132039,Assandh,Haryana
132040,Karnal,Haryana
132041,Karnal,Haryana
132046,Assandh,Haryana
132054,Karnal,Haryana
132101,Panipat,Haryana
132102,Panipat,Haryana
132103,Panipat,Haryana
132104,Panipat,Haryana
132105,Panipat,Haryana
132106,Panipat,Haryana
132107,Safidon,Haryana
132108,Panipat,Haryana
132110,Panipat,Haryana
132113,Safidon,Haryana
132114,Karnal,Haryana
132115,Panipat,Haryana
132116,Karnal,Haryana
132117,Karnal,Haryana
132118,Kurukshetra,Haryana
132122,Panipat,Haryana
132123,Karnal,Haryana
132140,Panipat,Haryana
132145,Panipat,Haryana
132151,Panipat,Haryana
132157,Kurukshetra,Haryana
133001,Ambala,Haryana
133002,Ambala,Haryana
133004,Ambala,Haryana
133005,Ambala,Haryana
133006,Ambala,Haryana
133007,Ambala,Haryana
133008,Ambala,Haryana
133010,Ambala,Haryana
133021,Ambala,Haryana
133101,Ambala,Haryana
133102,Ambala,Haryana
133103,Yamuna Nagar,Haryana
133104,Ambala,Haryana
133201,Ambala,Haryana
133202,Yamuna Nagar,Haryana
133203,Ambala,Haryana
133204,Yamuna Nagar,Haryana
133205,Ambala,Haryana
133206,Yamuna Nagar,Haryana
133207,Ambala,Haryana
133301,Pinjore,Haryana
133302,Pinjore,Haryana
134002,Ambala,Haryana
134003,Ambala,Haryana
134005,Ambala,Haryana
134007,Ambala,Haryana
134008,Ambala,Haryana
134011,Ambala,Haryana
134101,Chandigarh,Haryana
134102,Pinjore,Haryana
134103,Chandigarh,Haryana
134104,Pinjore,Haryana
134105,Parwanoo,Haryana
134107,Chandigarh,Haryana
134108,Chandigarh,Haryana
134109,Chandigarh,Haryana
134110,Chandigarh,Haryana
134111,Chandigarh,Haryana
134112,Chandigarh,Haryana
134113,Chandigarh,Haryana
134114,Chandigarh,Haryana
134115,Chandigarh,Haryana
134116,Chandigarh,Haryana
134117,Chandigarh,Haryana
134118,Chandigarh,Haryana
134119,Chandigarh,Haryana
134151,Chandigarh,Haryana
134152,Chandigarh,Haryana
134201,Naraingarh,Haryana
134202,Naraingarh,Haryana
134203,Naraingarh,Haryana
134204,Chandigarh,Haryana
134205,Naraingarh,Haryana
135001,Yamuna Nagar,Haryana
135002,Yamuna Nagar,Haryana
135003,Yamuna Nagar,Haryana
135004,Yamuna Nagar,Haryana
135021,Yamuna Nagar,Haryana
135101,Yamuna Nagar,Haryana
135102,Yamuna Nagar,Haryana
135103,Yamuna Nagar,Haryana
135106,Yamuna Nagar,Haryana
135133,Yamuna Nagar,Haryana
136020,Kaithal,Haryana
136021,Kaithal,Haryana
136026,Kaithal,Haryana
136027,Kaithal,Haryana
136030,Kaithal,Haryana
136033,Kaithal,Haryana
136034,Kaithal,Haryana
136035,Guhla,Haryana
136038,Kurukshetra,Haryana
136042,Kaithal,Haryana
136043,Kaithal,Haryana
136044,Assandh,Haryana
136117,Kaithal,Haryana
136118,Kurukshetra,Haryana
136119,Kurukshetra,Haryana
136128,Pehowa,Haryana
136129,Pehowa,Haryana
136131,Kurukshetra,Haryana
136132,Kurukshetra,Haryana
136134,Ambala,Haryana
136135,Kurukshetra,Haryana
136156,Kurukshetra,Haryana
140001,Rupnagar,Punjab
140101,Chandigarh,Punjab
140102,Rupnagar,Punjab
140103,Chandigarh,Punjab
140105,Zirakpur,Punjab
140108,Rupnagar,Punjab
140109,Chandigarh,Punjab
140110,Chandigarh,Punjab
140111,Rupnagar,Punjab
140112,Rupnagar,Punjab
140113,Rupnagar,Punjab
140114,Anandpur Sahib,Punjab
140115,Anandpur Sahib,Punjab
140116,Anandpur Sahib,Punjab
140117,Anandpur Sahib,Punjab
140118,Anandpur Sahib,Punjab
140119,Rupnagar,Punjab
140123,Anandpur Sahib,Punjab
140124,Anandpur Sahib,Punjab
140125,Anandpur Sahib,Punjab
140126,Anandpur Sahib,Punjab
140127,Anandpur Sahib,Punjab
140128,Anandpur Sahib,Punjab
140133,Anandpur Sahib,Punjab
140201,Zirakpur,Punjab
140203,Zirakpur,Punjab
140301,Chandigarh,Punjab
140306,Chandigarh,Punjab
140307,Chandigarh,Punjab
140308,Chandigarh,Punjab
140401,Rajpura,Punjab
140402,Rajpura,Punjab
140405,Sirhind-Fategarh,Punjab
140406,Sirhind-Fategarh,Punjab
140407,Sirhind-Fategarh,Punjab
140408,Sirhind-Fategarh,Punjab
140412,Sirhind-Fategarh,Punjab
140413,Chandigarh,Punjab
140417,Rajpura,Punjab
140501,Zirakpur,Punjab
140506,Zirakpur,Punjab
140507,Zirakpur,Punjab
140601,Rajpura,Punjab
140602,Rajpura,Punjab
140603,Zirakpur,Punjab
140604,Zirakpur,Punjab
140701,Rajpura,Punjab
140702,Rajpura,Punjab
140802,Sirhind-Fategarh,Punjab
140901,Chandigarh,Punjab
141001,Ludhiana,Punjab
141002,Ludhiana,Punjab
141003,Ludhiana,Punjab
141004,Ludhiana,Punjab
141005,Ludhiana,Punjab
141006,Ludhiana,Punjab
141007,Ludhiana,Punjab
141008,Ludhiana,Punjab
141009,Ludhiana,Punjab
141010,Ludhiana,Punjab
141011,Ludhiana,Punjab
141012,Ludhiana,Punjab
141013,Ludhiana,Punjab
141014,Ludhiana,Punjab
141015,Ludhiana,Punjab
141016,Ludhiana,Punjab
141017,Ludhiana,Punjab
141020,Ludhiana,Punjab
141021,Ludhiana,Punjab
141027,Ludhiana,Punjab
141033,Ludhiana,Punjab
141101,Jagraon,Punjab
141102,Ludhiana,Punjab
141103,Ludhiana,Punjab
141104,Raikot,Punjab
141105,Raikot,Punjab
141106,Raikot,Punjab
141107,Raikot,Punjab
141108,Raikot,Punjab
141109,Raikot,Punjab
141110,Ludhiana,Punjab
141111,Khanna,Punjab
141112,Ludhiana,Punjab
141113,Ludhiana,Punjab
141114,Khanna,Punjab
141115,Machhiwara,Punjab
141116,Ludhiana,Punjab
141117,Malerkotla,Punjab
141118,Ludhiana,Punjab
141119,Malerkotla,Punjab
141120,Ludhiana,Punjab
141121,Machhiwara,Punjab
141122,Ludhiana,Punjab
141123,Ludhiana,Punjab
141124,Ludhiana,Punjab
141125,Machhiwara,Punjab
141126,Ludhiana,Punjab
141127,Ludhiana,Punjab
141201,Ludhiana,Punjab
141202,Raikot,Punjab
141203,Ludhiana,Punjab
141204,Malerkotla,Punjab
141205,Raikot,Punjab
141206,Ludhiana,Punjab
141301,Khanna,Punjab
141305,Jalandhar,Punjab
141307,Jalandhar,Punjab
141308,Jalandhar,Punjab
141309,Phagwara,Punjab
141315,Jalandhar,Punjab
141401,Khanna,Punjab
141402,Khanna,Punjab
141411,Mandi Gobindgarh,Punjab
141412,Khanna,Punjab
141413,Khanna,Punjab
141414,Khanna,Punjab
141415,Khanna,Punjab
141416,Khanna,Punjab
141417,Khanna,Punjab
141418,Ludhiana,Punjab
141419,Rarasahib,Punjab
141421,Ludhiana,Punjab
141422,Raikot,Punjab
141801,Mandi Gobindgarh,Punjab
142001,Moga,Punjab
142002,Moga,Punjab
142003,Moga,Punjab
142011,Moga,Punjab
142021,Ludhiana,Punjab
142022,Ludhiana,Punjab
142023,Jagraon,Punjab
142024,Jagraon,Punjab
142025,Jagraon,Punjab
142026,Jagraon,Punjab
142027,Ludhiana,Punjab
142028,Moga,Punjab
142029,Ludhiana,Punjab
142030,Jagraon,Punjab
142031,Jagraon,Punjab
142032,Raikot,Punjab
142033,Jagraon,Punjab
142034,Raikot,Punjab
142035,Jagraon,Punjab
142036,Jagraon,Punjab
142037,Moga,Punjab
142038,Moga,Punjab
142039,Bhadaur,Punjab
142040,Moga,Punjab
142041,Moga,Punjab
142042,Moga,Punjab
142043,Moga,Punjab
142044,Zira,Punjab
142045,Bagha purana,Punjab
142046,Bagha purana,Punjab
142047,Zira,Punjab
142048,Moga,Punjab
142049,Kotkapura,Punjab
142050,Faridkot,Punjab
142052,Firozpur,Punjab
142053,Moga,Punjab
142054,Moga,Punjab
142055,Bhadaur,Punjab
142056,Moga,Punjab
142057,Bagha purana,Punjab
142058,Dharamkot,Punjab
142060,Faridkot,Punjab
143001,Amritsar,Punjab
143002,Amritsar,Punjab
143003,Amritsar,Punjab
143004,Amritsar,Punjab
143005,Amritsar,Punjab
143006,Amritsar,Punjab
143007,Amritsar,Punjab
143008,Amritsar,Punjab
143009,Amritsar,Punjab
143010,Amritsar,Punjab
143021,Amritsar,Punjab
143022,Amritsar,Punjab
143026,Amritsar,Punjab
143066,Amritsar,Punjab
143093,Amritsar,Punjab
143101,Amritsar,Punjab
143102,Amritsar,Punjab
143103,Ajnala,Punjab
143104,Amritsar,Punjab
143105,Amritsar,Punjab
143106,Amritsar,Punjab
143107,Amritsar,Punjab
143108,Amritsar,Punjab
143109,Ajnala,Punjab
143111,Beas,Punjab
143112,Beas,Punjab
143113,Amritsar,Punjab
143114,Beas,Punjab
143115,Tarn Taran Sahib,Punjab
143116,Tarsikka,Punjab
143117,Goindwal,Punjab
143118,Goindwal,Punjab
143119,Batala,Punjab
143149,Tarsikka,Punjab
143201,Kapurthala,Punjab
143202,Beas,Punjab
143203,Beas,Punjab
143204,Kapurthala,Punjab
143205,Beas,Punjab
143301,Tarn Taran Sahib,Punjab
143302,Tarn Taran Sahib,Punjab
143303,Patti,Punjab
143304,Patti,Punjab
143305,Patti,Punjab
143401,Tarn Taran Sahib,Punjab
143402,Tarn Taran Sahib,Punjab
143406,Tarn Taran Sahib,Punjab
143407,Goindwal,Punjab
143408,Goindwal,Punjab
143409,Patti,Punjab
143410,Patti,Punjab
143411,Goindwal,Punjab
143412,Patti,Punjab
143413,Tarn Taran Sahib,Punjab
143414,Amritsar,Punjab
143415,Patti,Punjab
143416,Patti,Punjab
143417,Patti,Punjab
143419,Patti,Punjab
143422,Tarn Taran Sahib,Punjab
143423,Tarn Taran Sahib,Punjab
143501,Amritsar,Punjab
143502,Amritsar,Punjab
143503,Batala,Punjab
143504,Amritsar,Punjab
143505,Batala,Punjab
143506,Batala,Punjab
143507,Batala,Punjab
143508,Batala,Punjab
143511,Batala,Punjab
143512,Gurdaspur,Punjab
143513,Batala,Punjab
143514,Sri Hargobindpur,Punjab
143515,Sri Hargobindpur,Punjab
143516,Batala,Punjab
143517,Sri Hargobindpur,Punjab
143518,Batala,Punjab
143519,Gurdaspur,Punjab
143520,Gurdaspur,Punjab
143521,Gurdaspur,Punjab
143525,Gurdaspur,Punjab
143526,Gurdaspur,Punjab
143527,Sri Hargobindpur,Punjab
143528,Gurdaspur,Punjab
143529,Gurdaspur,Punjab
143530,Gurdaspur,Punjab
143531,Gurdaspur,Punjab
143532,Gurdaspur,Punjab
143533,Gurdaspur,Punjab
143534,Gurdaspur,Punjab
143535,Pathankot,Punjab
143536,Pathankot,Punjab
143537,Gurdaspur,Punjab
143538,Pathankot,Punjab
143601,Amritsar,Punjab
143602,Ajnala,Punjab
143603,Ajnala,Punjab
143604,Ajnala,Punjab
143605,Batala,Punjab
143606,Amritsar,Punjab
144000,Jalandhar,Punjab
144001,Jalandhar,Punjab
144002,Jalandhar,Punjab
144003,Jalandhar,Punjab
144004,Jalandhar,Punjab
144005,Jalandhar,Punjab
144006,Jalandhar,Punjab
144007,Jalandhar,Punjab
144008,Jalandhar,Punjab
144009,Jalandhar,Punjab
144010,Jalandhar,Punjab
144011,Jalandhar,Punjab
144012,Jalandhar,Punjab
144013,Jalandhar,Punjab
144014,Jalandhar,Punjab
144020,Jalandhar,Punjab
144021,Jalandhar,Punjab
144022,Jalandhar,Punjab
144023,Jalandhar,Punjab
144024,Jalandhar,Punjab
144025,Jalandhar,Punjab
144026,Jalandhar,Punjab
144027,Jalandhar,Punjab
144028,Jalandhar,Punjab
144029,Nawanshahr,Punjab
144030,Hoshiarpur,Punjab
144031,Phagwara,Punjab
144032,Jalandhar,Punjab
144033,Phagwara,Punjab
144034,Phagwara,Punjab
144035,Nakodar,Punjab
144036,Nakodar,Punjab
144037,Nakodar,Punjab
144039,Nakodar,Punjab
144040,Nakodar,Punjab
144041,Nakodar,Punjab
144042,Nakodar,Punjab
144043,Nakodar,Punjab
144044,Nakodar,Punjab
144101,Jalandhar,Punjab
144102,Hoshiarpur,Punjab
144103,Hoshiarpur,Punjab
144104,Jalandhar,Punjab
144105,Hoshiarpur,Punjab
144106,Hoshiarpur,Punjab
144201,Jalandhar,Punjab
144202,Dasuya,Punjab
144204,Dasuya,Punjab
144205,Dasuya,Punjab
144206,Hoshiarpur,Punjab
144207,Dasuya,Punjab
144208,Hoshiarpur,Punjab
144209,Hoshiarpur,Punjab
144210,Hoshiarpur,Punjab
144211,Mukerian,Punjab
144212,Dasuya,Punjab
144213,Dasuya,Punjab
144214,Mukerian,Punjab
144216,Mukerian,Punjab
144221,Mukerian,Punjab
144222,Dasuya,Punjab
144223,Dasuya,Punjab
144224,Dasuya,Punjab
144301,Jalandhar,Punjab
144302,Jalandhar,Punjab
144303,Jalandhar,Punjab
144305,Dasuya,Punjab
144306,Mukerian,Punjab
144311,Phagwara,Punjab
144401,Phagwara,Punjab
144402,Phagwara,Punjab
144403,Phagwara,Punjab
144404,Phagwara,Punjab
144405,Phagwara,Punjab
144406,Garhshanker,Punjab
144407,Phagwara,Punjab
144408,Phagwara,Punjab
144409,Phagwara,Punjab
144410,Phagwara,Punjab
144411,Phagwara,Punjab
144415,Phillaur,Punjab
144416,Nawanshahr,Punjab
144417,Nawanshahr,Punjab
144418,Phagwara,Punjab
144419,Nawanshahr,Punjab
144421,Nawanshahr,Punjab
144422,Nawanshahr,Punjab
144501,Phagwara,Punjab
144502,Phagwara,Punjab
144503,Garhshanker,Punjab
144504,Phagwara,Punjab
144505,Nawanshahr,Punjab
144506,Nawanshahr,Punjab
144507,Nawanshahr,Punjab
144508,Nawanshahr,Punjab
144509,Nawanshahr,Punjab
144510,Nawanshahr,Punjab
144511,Nawanshahr,Punjab
144512,Nawanshahr,Punjab
144513,Nawanshahr,Punjab
144514,Nawanshahr,Punjab
144515,Nawanshahr,Punjab
144516,Nawanshahr,Punjab
144517,Nawanshahr,Punjab
144518,Nawanshahr,Punjab
144519,Garhshanker,Punjab
144520,Garhshanker,Punjab
144521,Nawanshahr,Punjab
144522,Rupnagar,Punjab
144523,Garhshanker,Punjab
144524,Garhshanker,Punjab
144525,Garhshanker,Punjab
144526,Nawanshahr,Punjab
144527,Garhshanker,Punjab
144528,Nawanshahr,Punjab
144529,Garhshanker,Punjab
144530,Garhshanker,Punjab
144531,Garhshanker,Punjab
144532,Garhshanker,Punjab
144533,Rupnagar,Punjab
144601,Kapurthala,Punjab
144602,Kapurthala,Punjab
144603,Jalandhar,Punjab
144606,Sultanpur Lodhi,Punjab
144620,Kapurthala,Punjab
144621,Begowal,Punjab
144622,Begowal,Punjab
144623,Kapurthala,Punjab
144624,Begowal,Punjab
144625,Kapurthala,Punjab
144626,Sultanpur Lodhi,Punjab
144628,Sultanpur Lodhi,Punjab
144629,Sultanpur Lodhi,Punjab
144630,Nakodar,Punjab
144631,Begowal,Punjab
144632,Phagwara,Punjab
144633,Phagwara,Punjab
144701,Nakodar,Punjab
144702,Nakodar,Punjab
144703,Dharamkot,Punjab
144801,Kapurthala,Punjab
144802,Kapurthala,Punjab
144803,Kapurthala,Punjab
144804,Kapurthala,Punjab
144805,Jalandhar,Punjab
144806,Kapurthala,Punjab
144819,Begowal,Punjab
145001,Pathankot,Punjab
145002,Pathankot,Punjab
145003,Pathankot,Punjab
145022,Pathankot,Punjab
145023,Pathankot,Punjab
145024,Pathankot,Punjab
145025,Pathankot,Punjab
145026,Dinanagar,Punjab
